"Tracking Code","Type","Category","Geo","Channel","Tier","Season (v8) (evar8)","Order Type (v43) (evar43)","Revenue"
"cam_hp_ao_bb_we_fa2017_cs_t_julsepftw","ao","bb","we","cs","t","su2018","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarftwr","ao","bb","we","cs","t","","",3505.52
"cam_hp_ao_bb_we_sp2017_cs_t_janmarftwr","ao","bb","we","cs","t","ho2017","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarftwr","ao","bb","we","cs","t","sp2018","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarftwr","ao","bb","we","cs","t","sp2018","futures",4547.44
"cam_hp_ao_bb_we_sp2017_cs_t_janmarftwr","ao","bb","we","cs","t","su2017","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarftwr","ao","bb","we","cs","t","su2017","at once",134.58
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","fa2016","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","fa2017","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","ho2016","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","sp2017","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","sp2018","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","sp2018","futures",5374.09
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","su2017","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmarls","ao","bb","we","cs","t","su2017","at once",557.94
"cam_hp_ao_bb_we_sp2017_cs_t_janmartrain","ao","bb","we","cs","t","","",1526.65
"cam_hp_ao_bb_we_sp2017_cs_t_janmartrain","ao","bb","we","cs","t","","at once",6693.60
"cam_hp_ao_bb_we_sp2017_cs_t_janmartrain","ao","bb","we","cs","t","ho2017","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmartrain","ao","bb","we","cs","t","sp2017","",0.00
"cam_hp_ao_bb_we_sp2017_cs_t_janmartrain","ao","bb","we","cs","t","su2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","","at once",147.24
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","","futures",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","fa2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","fa2017","at once",630.26
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","ho2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","ho2017","futures",22737.25
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","sp2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","sp2017","at once",29.56
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","sp2018","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","sp2018","futures",72170.69
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","su2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","su2017","at once",3458.34
"cam_hp_ao_bb_we_su2017_cs_t_aprjunapp","ao","bb","we","cs","t","su2017","futures",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","","",655.35
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","","at once",29.64
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","","futures",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","fa2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","fa2017","at once",59.76
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","ho2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","ho2017","futures",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","sp2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","sp2018","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","sp2018","futures",1006.79
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","su2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","su2017","at once",4918.23
"cam_hp_ao_bb_we_su2017_cs_t_aprjuneq","ao","bb","we","cs","t","su2018","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","","",9601.58
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","","at once",2298.41
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","","futures",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","fa2016","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","fa2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","ho2016","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","ho2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","ho2017","futures",6705.61
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","sp2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","sp2017","at once",165.78
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","sp2018","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","sp2018","futures",43293.87
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","su2017","",0.00
"cam_hp_ao_bb_we_su2017_cs_t_aprjunftwr","ao","bb","we","cs","t","su2017","at once",18843.62
"cam_hp_ao_fb_apla_fa2017_sg_d_fa17ligaepl","ao","fb","apla","sg","d","","",0.00
"cam_hp_ao_fb_apla_fa2017_sg_d_fa17ligaepl","ao","fb","apla","sg","d","fa2017","",0.00
"cam_hp_ao_fb_apla_fa2017_sg_d_fa17ligaepl","ao","fb","apla","sg","d","sp2018","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbapp","ao","fb","cee","cs","n","","",885.17
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbapp","ao","fb","cee","cs","n","fa2016","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbapp","ao","fb","cee","cs","n","fa2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbapp","ao","fb","cee","cs","n","ho2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbapp","ao","fb","cee","cs","n","sp2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbapp","ao","fb","cee","cs","n","su2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbeq","ao","fb","cee","cs","n","","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbeq","ao","fb","cee","cs","n","fa2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbeq","ao","fb","cee","cs","n","ho2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbeq","ao","fb","cee","cs","n","sp2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbeq","ao","fb","cee","cs","n","sp2018","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbeq","ao","fb","cee","cs","n","su2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbeq","ao","fb","cee","cs","n","su2017","at once",4112.07
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbftw","ao","fb","cee","cs","n","","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbftw","ao","fb","cee","cs","n","fa2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbftw","ao","fb","cee","cs","n","ho2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbftw","ao","fb","cee","cs","n","sp2017","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbftw","ao","fb","cee","cs","n","sp2018","",0.00
"cam_hp_ao_fb_cee_sp2017_cs_n_sp17ftbftw","ao","fb","cee","cs","n","su2017","",0.00
"cam_hp_ao_fb_cee_sp2017_sg_t_wk11tsepr","ao","fb","cee","sg","t","","",0.00
"cam_hp_ao_fb_cee_sp2017_sg_t_wk11tsepr","ao","fb","cee","sg","t","ho2017","",0.00
"cam_hp_ao_fb_cee_sp2017_sg_t_wk11tsepr","ao","fb","cee","sg","t","sp2017","",0.00
"cam_hp_ao_fb_cee_sp2017_sg_t_wk11tsepr","ao","fb","cee","sg","t","su2017","",0.00
"cam_hp_ao_fb_cee_sp2017_sg_t_wk11tsepr","ao","fb","cee","sg","t","su2017","at once",29.33
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","","",9.47
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","","at once",11074.72
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","","futures",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","fa2016","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","fa2016","at once",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","fa2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","fa2017","at once",11716.75
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","ho2016","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","ho2016","at once",86.70
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","ho2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","ho2017","at once",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","ho2017","futures",8155.12
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","sp2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","sp2017","at once",1539.64
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","sp2018","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","sp2018","at once",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","sp2018","futures",19811.33
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","su2016","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","su2016","at once",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","su2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","su2017","at once",73171.46
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunm","ao","fb","cee","cs","t","su2017,sp2017","at once",156.87
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunmt","ao","fb","cee","cs","t","","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunmt","ao","fb","cee","cs","t","","at once",445.36
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunmt","ao","fb","cee","cs","t","fa2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunmt","ao","fb","cee","cs","t","ho2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunmt","ao","fb","cee","cs","t","sp2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunmt","ao","fb","cee","cs","t","sp2018","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunmt","ao","fb","cee","cs","t","su2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunmt","ao","fb","cee","cs","t","su2017","at once",5478.89
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","","at once",3381.85
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","fa2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","ho2016","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","ho2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","ho2017","futures",217.88
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","sp2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","sp2018","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","su2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","su2017","at once",3281.35
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","su2017,sp2017","",0.00
"cam_hp_ao_fb_cee_su2017_cs_t_aprjunya","ao","fb","cee","cs","t","su2018","",0.00
"cam_hp_ao_fb_cee_su2017_sg_d_wk12ftw","ao","fb","cee","sg","d","","",0.00
"cam_hp_ao_fb_cee_su2017_sg_d_wk12ftw","ao","fb","cee","sg","d","ho2017","",0.00
"cam_hp_ao_fb_cee_su2017_sg_d_wk12ftw","ao","fb","cee","sg","d","ho2017","futures",23667.64
"cam_hp_ao_fb_em_fa2017_sg_d_halftimesire","ao","fb","em","sg","d","","",0.00
"cam_hp_ao_fb_em_fa2017_sg_d_halftimesire","ao","fb","em","sg","d","fa2017","",0.00
"cam_hp_ao_fb_em_fa2017_sg_d_halftimesire","ao","fb","em","sg","d","fa2017","at once",767.04
"cam_hp_ao_fb_em_fa2017_sg_d_halftimesire","ao","fb","em","sg","d","sp2017","",0.00
"cam_hp_ao_fb_em_fa2017_sg_d_halftimesire","ao","fb","em","sg","d","sp2017","at once",584.09
"cam_hp_ao_fb_em_fa2017_sg_d_halftimesire","ao","fb","em","sg","d","su2016","",0.00
"cam_hp_ao_fb_em_mul_sg_d_strikefootba","ao","fb","em","sg","d","","",0.00
"cam_hp_ao_fb_em_mul_sg_d_strikefootba","ao","fb","em","sg","d","","futures",0.00
"cam_hp_ao_fb_em_mul_sg_d_strikefootba","ao","fb","em","sg","d","fa2017","",0.00
"cam_hp_ao_fb_em_mul_sg_d_strikefootba","ao","fb","em","sg","d","sp2018","",0.00
"cam_hp_ao_fb_em_mul_sg_d_strikefootba","ao","fb","em","sg","d","sp2018","futures",48400.20
"cam_hp_ao_fb_em_mul_sg_d_strikefootba","ao","fb","em","sg","d","su2017","",0.00
"cam_hp_ao_fb_em_mul_sg_d_strikefootba","ao","fb","em","sg","d","su2017","at once",93.04
"cam_hp_ao_fb_em_mul_sg_d_strikefootba","ao","fb","em","sg","d","su2017,fa2017","at once",500.69
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","","",14969.65
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","fa2017","",0.00
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","ho2015","",0.00
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","ho2016","",0.00
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","ho2017","",0.00
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","ho2017","futures",5007.80
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","sp2017","",0.00
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","sp2017","at once",54.25
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","sp2018","",0.00
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","su2015","",0.00
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","su2017","",0.00
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","su2017","at once",5030.52
"cam_hp_ao_fb_em_sp2017_xch_n_headto18fifa","ao","fb","em","xch","n","su2018","",0.00
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","","",0.00
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","","at once",3034.65
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","","futures",0.00
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","fa2017","",0.00
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","ho2017","",0.00
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","ho2017","futures",1709.84
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","sp2018","",0.00
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","sp2018","futures",1746512.73
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","su2016","",0.00
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","su2017","",0.00
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","su2017","at once",8653.97
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","su2017","futures",16277.88
"cam_hp_ao_fb_em_su2017_xch_n_u20worldcup","ao","fb","em","xch","n","su2018","",0.00
"cam_hp_ao_fb_na_fa2015_cs_n_fa15soccer","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_fa2015_cs_n_fa15soccer","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","","futures",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","fa2017","at once",232643.10
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","fa2017","futures",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","fa2017,sp2017","at once",1008.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","fa2017,su2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","fa2017,su2017","at once",6216.50
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","ho2017","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","sp2017","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","sp2018","futures",7447.50
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","su2017","at once",1160.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","su2017,fa2017","at once",554.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","su2018","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","su2018","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soap","ao","fb","na","cs","n","su2018","futures",36333.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","","futures",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","fa2017","at once",45392.25
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","fa2017,ho2017","at once",948.75
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","fa2017,su2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","ho2017","at once",240.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","su2017","at once",665.00
"cam_hp_ao_fb_na_fa2017_cs_n_soeq","ao","fb","na","cs","n","su2018","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","","futures",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","fa2016","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","fa2017","at once",247582.50
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","fa2017","futures",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","fa2017,sp2017","at once",11667.95
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","fa2017,su2017","at once",112.50
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","ho2016","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","sp2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","sp2018","futures",64223.25
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","su2017","at once",912.50
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","su2017,fa2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","su2017,sp2017,fa2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","su2017,sp2017,fa2017","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","su2018","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_sofw","ao","fb","na","cs","n","su2018","futures",43758.00
"cam_hp_ao_fb_na_fa2017_cs_n_sophelonepr","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","fa2017","at once",119545.40
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","fa2017,ho2017","at once",708.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","ho2016","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","ho2017","at once",390.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","sp2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","sp2018","futures",4669.30
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","su2017","at once",0.00
"cam_hp_ao_fb_na_fa2017_cs_n_teamsoepr","ao","fb","na","cs","n","su2018","",0.00
"cam_hp_ao_fb_na_ho2016_cs_n_ho16sobfepr","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_ho2016_cs_n_ho16sobfepr","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_ho2016_cs_n_sofw","ao","fb","na","cs","n","","",0.00
"cam_hp_ao_fb_na_ho2016_cs_n_sofw","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soap","ao","fb","na","cs","n","","",400.00
"cam_hp_ao_fb_na_sp2017_cs_n_soap","ao","fb","na","cs","n","fa2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soap","ao","fb","na","cs","n","ho2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soap","ao","fb","na","cs","n","sp2018","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soap","ao","fb","na","cs","n","su2017","",0.00
"cam_hp_ao_fb_na_sp2017_cs_n_soap","ao","fb","na","cs","n","su2017","at once",2090.00
