"Tracking Code","Type","Category","Geo","Channel","Tier","Season (v8) (evar8)","Order Type (v43) (evar43)","Revenue"
"#/login?id=19aad68c-d0be-4376-a810-91f9a9414aba","","","","","","fa2017","",0.00
"#/login?id=19aad68c-d0be-4376-a810-91f9a9414aba","","","","","","su2016","",0.00
"#/login?id=1f085435-689f-469c-ae72-29ea44f61e01","","","","","","","",0.00
"#/login?id=1f085435-689f-469c-ae72-29ea44f61e01","","","","","","","futures",0.00
"#/login?id=1f085435-689f-469c-ae72-29ea44f61e01","","","","","","fa2017","",0.00
"#/login?id=1f085435-689f-469c-ae72-29ea44f61e01","","","","","","sp2018","",0.00
"#/login?id=1f085435-689f-469c-ae72-29ea44f61e01","","","","","","sp2018","futures",0.00
"#/login?id=206f1352-bb4c-4c07-b50e-4c913887193a","","","","","","","",0.00
"#/login?id=206f1352-bb4c-4c07-b50e-4c913887193a","","","","","","","at once",0.00
"#/login?id=206f1352-bb4c-4c07-b50e-4c913887193a","","","","","","fa2017","",0.00
"#/login?id=206f1352-bb4c-4c07-b50e-4c913887193a","","","","","","fa2017","at once",979.71
"#/login?id=21f2c6fa-92a1-476b-95a8-effdeea66257","","","","","","","",0.00
"#/login?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","","",0.00
"#/login?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","","at once",0.00
"#/login?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","fa2017","",0.00
"#/login?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","fa2017","at once",240.00
"#/login?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","ho2017","",0.00
"#/login?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","su2017","",0.00
"#/login?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","su2017","at once",0.00
"#/login?id=292f4526-30c5-4498-aa6e-9d25ffb28731","","","","","","","",0.00
"#/login?id=2b27ffee-87d3-472f-a940-e3e47a50ee0d","","","","","","","",0.00
"#/login?id=3c2137f1-d182-45c4-bd60-02aa38b3a73e","","","","","","","",0.00
"#/login?id=3c2137f1-d182-45c4-bd60-02aa38b3a73e","","","","","","su2017","",0.00
"#/login?id=3c2137f1-d182-45c4-bd60-02aa38b3a73e","","","","","","su2017","at once",445.20
"#/login?id=418c1a9f-0ded-4d87-bcce-93d09ede4f46","","","","","","","",0.00
"#/login?id=418c1a9f-0ded-4d87-bcce-93d09ede4f46","","","","","","sp2018","",0.00
"#/login?id=418c1a9f-0ded-4d87-bcce-93d09ede4f46","","","","","","sp2018","futures",6840.00
"#/login?id=4bd9b86c-f102-4a0d-b825-dae9b930c3d6","","","","","","","",0.00
"#/login?id=4f7a5659-3f14-42ce-b70a-9aebdbee89e9","","","","","","","",0.00
"#/login?id=4f7a5659-3f14-42ce-b70a-9aebdbee89e9","","","","","","fa2017","",0.00
"#/login?id=505add77-2a4f-4dbc-bda4-419f79246b32","","","","","","","",0.00
"#/login?id=505add77-2a4f-4dbc-bda4-419f79246b32","","","","","","fa2017","",0.00
"#/login?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","","",0.00
"#/login?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","","futures",0.00
"#/login?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","fa2016","",0.00
"#/login?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","fa2017","",0.00
"#/login?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","sp2018","",0.00
"#/login?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","su2017","",0.00
"#/login?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","su2017","at once",672.00
"#/login?id=52d34a96-272c-4f7b-a435-519983581ff9","","","","","","","",0.00
"#/login?id=52d34a96-272c-4f7b-a435-519983581ff9","","","","","","fa2017","",0.00
"#/login?id=52d34a96-272c-4f7b-a435-519983581ff9","","","","","","fa2017","at once",300.00
"#/login?id=532d99a1-2c46-4c8a-bacb-cf1087264c53","","","","","","","",0.00
"#/login?id=532d99a1-2c46-4c8a-bacb-cf1087264c53","","","","","","fa2017","",0.00
"#/login?id=532d99a1-2c46-4c8a-bacb-cf1087264c53","","","","","","fa2017","at once",1051.19
"#/login?id=5994d6c4-3ca1-4c42-aa28-cdda0df4d31f","","","","","","","",0.00
"#/login?id=5994d6c4-3ca1-4c42-aa28-cdda0df4d31f","","","","","","fa2017","",0.00
"#/login?id=5994d6c4-3ca1-4c42-aa28-cdda0df4d31f","","","","","","fa2017","at once",450.00
"#/login?id=6f8e5bdf-c94c-457a-9cbb-d9313dcbcf03","","","","","","","",0.00
"#/login?id=6f8e5bdf-c94c-457a-9cbb-d9313dcbcf03","","","","","","","at once",0.00
"#/login?id=6f8e5bdf-c94c-457a-9cbb-d9313dcbcf03","","","","","","fa2017","",0.00
"#/login?id=6f8e5bdf-c94c-457a-9cbb-d9313dcbcf03","","","","","","fa2017","at once",1080.00
"#/login?id=7733ece9-da81-4651-844e-6acd9745ad26","","","","","","","",0.00
"#/login?id=7733ece9-da81-4651-844e-6acd9745ad26","","","","","","","at once",0.00
"#/login?id=7733ece9-da81-4651-844e-6acd9745ad26","","","","","","fa2017","",0.00
"#/login?id=7733ece9-da81-4651-844e-6acd9745ad26","","","","","","fa2017","at once",751.19
"#/login?id=7b9fe55b-a1bb-4f44-8cce-da9fed38c7a2","","","","","","","",0.00
"#/login?id=7b9fe55b-a1bb-4f44-8cce-da9fed38c7a2","","","","","","fa2017","",0.00
"#/login?id=7f671dc6-e84f-40cb-97b7-88b744001950","","","","","","","",0.00
"#/login?id=812b7900-3c73-4cc5-a48e-20a7f1f73cc9","","","","","","","",0.00
"#/login?id=812b7900-3c73-4cc5-a48e-20a7f1f73cc9","","","","","","fa2017","",0.00
"#/login?id=812b7900-3c73-4cc5-a48e-20a7f1f73cc9","","","","","","su2017","",0.00
"#/login?id=812b7900-3c73-4cc5-a48e-20a7f1f73cc9","","","","","","su2017","at once",20.90
"#/login?id=876f4686-e9e2-45c7-932b-34982fd943f0","","","","","","","",0.00
"#/login?id=876f4686-e9e2-45c7-932b-34982fd943f0","","","","","","fa2017","",0.00
"#/login?id=876f4686-e9e2-45c7-932b-34982fd943f0","","","","","","fa2017","at once",3844.50
"#/login?id=876f4686-e9e2-45c7-932b-34982fd943f0","","","","","","fa2017,su2017","",0.00
"#/login?id=876f4686-e9e2-45c7-932b-34982fd943f0","","","","","","ho2017","",0.00
"#/login?id=876f4686-e9e2-45c7-932b-34982fd943f0","","","","","","sp2018","",0.00
"#/login?id=876f4686-e9e2-45c7-932b-34982fd943f0","","","","","","su2018","",0.00
"#/login?id=8ed3450c-12dc-457e-8304-e9d1ab60bc05","","","","","","","",0.00
"#/login?id=8ed3450c-12dc-457e-8304-e9d1ab60bc05","","","","","","fa2017","",0.00
"#/login?id=9171998b-4af9-49b4-9128-9917f954d002","","","","","","","",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","","",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","","futures",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","ho2017","",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","sp2017","",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","sp2018","",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","sp2018","futures",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","su2016","",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","su2017","",0.00
"#/login?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","su2018","",0.00
"#/login?id=a26efd5c-3991-4f0b-9fdf-0f9315fedfc2","","","","","","","",0.00
"#/login?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","","",0.00
"#/login?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","","at once",0.00
"#/login?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","fa2017","",0.00
"#/login?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","fa2017","at once",12932.05
"#/login?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","ho2017","",0.00
"#/login?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","su2017","",0.00
"#/login?id=ab49af33-6dd1-4d09-8c88-cddb1ae4cc67","","","","","","","",0.00
"#/login?id=b5e0c476-d149-4caa-9738-52fa8acf72b8","","","","","","","",0.00
"#/login?id=b5e0c476-d149-4caa-9738-52fa8acf72b8","","","","","","fa2017","",0.00
"#/login?id=b5e0c476-d149-4caa-9738-52fa8acf72b8","","","","","","fa2017","at once",960.00
"#/login?id=b9cd0121-b497-4712-8581-52b8c076b0d1","","","","","","","",0.00
"#/login?id=b9cd0121-b497-4712-8581-52b8c076b0d1","","","","","","fa2017","",0.00
"#/login?id=b9cd0121-b497-4712-8581-52b8c076b0d1","","","","","","fa2017","at once",1147.00
"#/login?id=b9f6c2e7-1142-4fcb-a31d-9b0d5ff01216","","","","","","","",0.00
"#/login?id=c3dcb930-f11b-452f-95f7-6f9afa4d3a04","","","","","","","",0.00
"#/login?id=c3dcb930-f11b-452f-95f7-6f9afa4d3a04","","","","","","","at once",0.00
"#/login?id=c3dcb930-f11b-452f-95f7-6f9afa4d3a04","","","","","","fa2017","",0.00
"#/login?id=c3dcb930-f11b-452f-95f7-6f9afa4d3a04","","","","","","fa2017","at once",1759.36
"#/login?id=c3dcb930-f11b-452f-95f7-6f9afa4d3a04","","","","","","sp2018","",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","","",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","","at once",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","fa2017","",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","fa2017","at once",17595.50
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","ho2016","",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","ho2017","",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","sp2017","",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","sp2018","",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","su2017","",0.00
"#/login?id=cdf450b9-7cb3-4bee-b3a0-985cd56a8c55","","","","","","su2018","",0.00
"#/login?id=cf3c0372-423e-4b6f-bdc0-350581543131","","","","","","","",0.00
"#/login?id=cf3c0372-423e-4b6f-bdc0-350581543131","","","","","","fa2017","",0.00
"#/login?id=cf3c0372-423e-4b6f-bdc0-350581543131","","","","","","su2017","",0.00
"#/login?id=dabcdcb6-9a7f-464b-b64b-df0e4faf5ad0","","","","","","","",0.00
"#/login?id=dabcdcb6-9a7f-464b-b64b-df0e4faf5ad0","","","","","","fa2017","",0.00
"#/login?id=dabcdcb6-9a7f-464b-b64b-df0e4faf5ad0","","","","","","fa2017","at once",108.00
"#/login?id=dabcdcb6-9a7f-464b-b64b-df0e4faf5ad0","","","","","","sp2018","",0.00
"#/login?id=dabcdcb6-9a7f-464b-b64b-df0e4faf5ad0","","","","","","sp2018","futures",21081.50
"#/login?id=dabcdcb6-9a7f-464b-b64b-df0e4faf5ad0","","","","","","su2017","",0.00
"#/login?id=db6f15db-ff94-41ca-8a3d-a7231974c40a","","","","","","","",0.00
"#/login?id=db6f15db-ff94-41ca-8a3d-a7231974c40a","","","","","","fa2017","",0.00
"#/login?id=e079302a-1a27-493b-a6ce-f05de7cc353a","","","","","","","",0.00
"#/login?id=e39b05c3-4df2-48b1-a0db-88fcb13d3b98","","","","","","","",0.00
"#/login?id=e39b05c3-4df2-48b1-a0db-88fcb13d3b98","","","","","","fa2017","",0.00
"#/login?id=e39b05c3-4df2-48b1-a0db-88fcb13d3b98","","","","","","sp2018","",0.00
"#/login?id=e39b05c3-4df2-48b1-a0db-88fcb13d3b98","","","","","","su2017","",0.00
"#/login?id=e39b05c3-4df2-48b1-a0db-88fcb13d3b98","","","","","","su2018","",0.00
"#/login?id=f058d73e-fbdb-44ac-919e-6e5be53526b7","","","","","","","",0.00
"#/login?id=f058d73e-fbdb-44ac-919e-6e5be53526b7","","","","","","fa2017","",0.00
"#/login?id=f058d73e-fbdb-44ac-919e-6e5be53526b7","","","","","","fa2017","at once",510.00
"#/login?id=f058d73e-fbdb-44ac-919e-6e5be53526b7","","","","","","ho2017","",0.00
"#/login?id=f058d73e-fbdb-44ac-919e-6e5be53526b7","","","","","","ho2017","futures",5730.00
"#/login?id=f38cb567-895f-4654-85c0-58353f04337e","","","","","","","",0.00
"#/login?id=f5c08dbb-bfac-4b12-b57b-108147e75c27","","","","","","","",0.00
"#/login?id=f5c08dbb-bfac-4b12-b57b-108147e75c27","","","","","","su2017","",0.00
"/#/campaigns?id=032719a4-3f7b-4e35-a415-f00a09d6e355","","","","","","","",0.00
"/#/campaigns?id=032719a4-3f7b-4e35-a415-f00a09d6e355","","","","","","fa2017","",0.00
"/#/campaigns?id=0ec3614b-b457-408f-9bd2-f157d544ac03","","","","","","","",0.00
"/#/campaigns?id=0ec3614b-b457-408f-9bd2-f157d544ac03","","","","","","su2017","",0.00
"/#/campaigns?id=10ec193a-ef8a-43b9-9286-a0d163903a78","","","","","","","",0.00
"/#/campaigns?id=10ec193a-ef8a-43b9-9286-a0d163903a78","","","","","","fa2017","",0.00
"/#/campaigns?id=10ec193a-ef8a-43b9-9286-a0d163903a78","","","","","","fa2017","at once",488.40
"/#/campaigns?id=10ec193a-ef8a-43b9-9286-a0d163903a78","","","","","","sp2018","",0.00
"/#/campaigns?id=197eba71-1547-45e7-a737-5befdac5e893","","","","","","","",0.00
"/#/campaigns?id=197eba71-1547-45e7-a737-5befdac5e893","","","","","","sp2018","",0.00
"/#/campaigns?id=197eba71-1547-45e7-a737-5befdac5e893","","","","","","su2017","",0.00
"/#/campaigns?id=21f2c6fa-92a1-476b-95a8-effdeea66257","","","","","","","",0.00
"/#/campaigns?id=21f2c6fa-92a1-476b-95a8-effdeea66257","","","","","","sp2018","",0.00
"/#/campaigns?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","","",0.00
"/#/campaigns?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","fa2017","",0.00
"/#/campaigns?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","fa2017","at once",1522.70
"/#/campaigns?id=225304c2-c035-4649-b698-c6cd8db311fe","","","","","","sp2018","",0.00
"/#/campaigns?id=292f4526-30c5-4498-aa6e-9d25ffb28731","","","","","","","",0.00
"/#/campaigns?id=292f4526-30c5-4498-aa6e-9d25ffb28731","","","","","","ho2016","",0.00
"/#/campaigns?id=292f4526-30c5-4498-aa6e-9d25ffb28731","","","","","","su2017","",0.00
"/#/campaigns?id=3c2137f1-d182-45c4-bd60-02aa38b3a73e","","","","","","","",0.00
"/#/campaigns?id=3c2137f1-d182-45c4-bd60-02aa38b3a73e","","","","","","su2017","",0.00
"/#/campaigns?id=418c1a9f-0ded-4d87-bcce-93d09ede4f46","","","","","","","",0.00
"/#/campaigns?id=418c1a9f-0ded-4d87-bcce-93d09ede4f46","","","","","","fa2017","",0.00
"/#/campaigns?id=418c1a9f-0ded-4d87-bcce-93d09ede4f46","","","","","","fa2017","at once",840.00
"/#/campaigns?id=418c1a9f-0ded-4d87-bcce-93d09ede4f46","","","","","","su2017","",0.00
"/#/campaigns?id=4bd9b86c-f102-4a0d-b825-dae9b930c3d6","","","","","","","",0.00
"/#/campaigns?id=4bd9b86c-f102-4a0d-b825-dae9b930c3d6","","","","","","sp2018","",0.00
"/#/campaigns?id=4bd9b86c-f102-4a0d-b825-dae9b930c3d6","","","","","","su2017","",0.00
"/#/campaigns?id=4bd9b86c-f102-4a0d-b825-dae9b930c3d6","","","","","","su2017","at once",445.50
"/#/campaigns?id=4f7a5659-3f14-42ce-b70a-9aebdbee89e9","","","","","","","",0.00
"/#/campaigns?id=4f7a5659-3f14-42ce-b70a-9aebdbee89e9","","","","","","fa2017","",0.00
"/#/campaigns?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","","",0.00
"/#/campaigns?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","","futures",0.00
"/#/campaigns?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","fa2017","",0.00
"/#/campaigns?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","fa2017","at once",585.65
"/#/campaigns?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","sp2018","",0.00
"/#/campaigns?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","sp2018","futures",3376.10
"/#/campaigns?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","su2017","",0.00
"/#/campaigns?id=50c296b1-a6f2-4c73-86b2-8fc87b768400","","","","","","su2017","at once",285.00
"/#/campaigns?id=532d99a1-2c46-4c8a-bacb-cf1087264c53","","","","","","","",0.00
"/#/campaigns?id=532d99a1-2c46-4c8a-bacb-cf1087264c53","","","","","","fa2017","at once",1131.99
"/#/campaigns?id=5994d6c4-3ca1-4c42-aa28-cdda0df4d31f","","","","","","","",0.00
"/#/campaigns?id=5994d6c4-3ca1-4c42-aa28-cdda0df4d31f","","","","","","fa2017","",0.00
"/#/campaigns?id=5994d6c4-3ca1-4c42-aa28-cdda0df4d31f","","","","","","fa2017","at once",1080.00
"/#/campaigns?id=6f8e5bdf-c94c-457a-9cbb-d9313dcbcf03","","","","","","","",0.00
"/#/campaigns?id=6f8e5bdf-c94c-457a-9cbb-d9313dcbcf03","","","","","","fa2017","",0.00
"/#/campaigns?id=6f8e5bdf-c94c-457a-9cbb-d9313dcbcf03","","","","","","fa2017","at once",1080.00
"/#/campaigns?id=7733ece9-da81-4651-844e-6acd9745ad26","","","","","","","",0.00
"/#/campaigns?id=7733ece9-da81-4651-844e-6acd9745ad26","","","","","","fa2017","",0.00
"/#/campaigns?id=7733ece9-da81-4651-844e-6acd9745ad26","","","","","","fa2017","at once",1870.90
"/#/campaigns?id=787db709-c387-4a27-8a0f-1ea8dd34a4c9","","","","","","","",0.00
"/#/campaigns?id=787db709-c387-4a27-8a0f-1ea8dd34a4c9","","","","","","fa2017","",0.00
"/#/campaigns?id=787db709-c387-4a27-8a0f-1ea8dd34a4c9","","","","","","fa2017","at once",136.56
"/#/campaigns?id=812b7900-3c73-4cc5-a48e-20a7f1f73cc9","","","","","","","",0.00
"/#/campaigns?id=812b7900-3c73-4cc5-a48e-20a7f1f73cc9","","","","","","sp2018","",0.00
"/#/campaigns?id=812b7900-3c73-4cc5-a48e-20a7f1f73cc9","","","","","","su2017","",0.00
"/#/campaigns?id=812b7900-3c73-4cc5-a48e-20a7f1f73cc9","","","","","","su2017","at once",1913.30
"/#/campaigns?id=876f4686-e9e2-45c7-932b-34982fd943f0","","","","","","","",0.00
"/#/campaigns?id=9171998b-4af9-49b4-9128-9917f954d002","","","","","","","",0.00
"/#/campaigns?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","","",0.00
"/#/campaigns?id=95084253-f4bc-423e-9336-7ca404326b9f","","","","","","su2017","",0.00
"/#/campaigns?id=a26efd5c-3991-4f0b-9fdf-0f9315fedfc2","","","","","","","",0.00
"/#/campaigns?id=a26efd5c-3991-4f0b-9fdf-0f9315fedfc2","","","","","","fa2017","",0.00
"/#/campaigns?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","","",0.00
"/#/campaigns?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","fa2017","",0.00
"/#/campaigns?id=a7cf1d27-0c51-4151-8836-88dc783bc69a","","","","","","sp2018","",0.00
"/#/campaigns?id=b5e0c476-d149-4caa-9738-52fa8acf72b8","","","","","","","",0.00
"/#/campaigns?id=b5e0c476-d149-4caa-9738-52fa8acf72b8","","","","","","fa2017","",0.00
"/#/campaigns?id=c3dcb930-f11b-452f-95f7-6f9afa4d3a04","","","","","","","",0.00
"/#/campaigns?id=c3dcb930-f11b-452f-95f7-6f9afa4d3a04","","","","","","fa2017","",0.00
"/#/campaigns?id=c3dcb930-f11b-452f-95f7-6f9afa4d3a04","","","","","","fa2017","at once",48.43
